title,category
Got a new Furniture piece from Amazon,Shopping
Grabbed Taco from Starbucks,Food
Ordered Daraz Sweater,Shopping
Got a new boutique Necklace,Shopping
Snack at Pasta,Food
Purchased Parking fee for weekend trip,Transport
Ordered Shirt from online store,Shopping
Shoes - outlet store,Shopping
Paid for Sunglasses for office,Shopping
Bowling session from Disney+,Entertainment
Purchased Parking fee from local garage,Transport
Ordered Cooking oil from street food stall,Food
PlayStation Plus for July,Entertainment
Bought Umbrella for birthday gift,Shopping
Grabbed Grilled fish from Pizza Hut,Food
Took a gas station Flight ticket,Transport
Amazon Sunglasses,Shopping
Comic book from YouTube,Entertainment
Took a local garage Toll fee,Transport
Took a Bike repair from Pathao,Transport
Paid for Eye checkup from gym,Health
Purchased Parking fee airport transfer,Transport
Booked Disney+ Netflix subscription,Entertainment
Ordered French fries from campus canteen,Food
Bread - Bajeko Sekuwa,Food
Paid for Mobile recharge from landlord,Bills
Paid for Amazon Wallet,Shopping
Medical bill for December,Health
Music album - local cinema,Entertainment
Paid for Amazon Cap,Shopping
Snack at Cooking oil after work,Food
Cooking oil - KFC,Food
Renewed PlayStation Music album,Entertainment
Cleared utility company Garbage collection fee,Bills
Netflix subscription from Amazon Prime,Entertainment
Flight ticket from petrol pump,Transport
Visited for wellness center Physiotherapy session,Health
Scooter rental for January,Transport
Breakfast at Tea with friends,Food
Booked gas station Vehicle insurance,Transport
Paid for Flight ticket from Uber,Transport
Renewed Steam purchase family plan,Entertainment
Refueled with Train ticket airport transfer,Transport
Ride share to college,Transport
Bike fuel - local garage,Transport
Uber ride for August,Transport
Purchased Steak from McDonald's,Food
Purchased Theatre ticket from local cinema,Entertainment
Took out Salad,Food
Bought wellness center Gym membership,Health
Visited for Physiotherapy session from local clinic,Health
Booked Tootle Pathao ride,Transport
Library fine - library,Education
Got a new Daraz Jeans,Shopping
Took out McDonald's Waffles,Food
Took a Car rental from Uber,Transport
Bedsheet - local mall,Shopping
Gym membership for April,Health
Renewed Amusement park ticket from PlayStation,Entertainment
Momo for August,Food
Registered for Workshop registration for the course,Education
Pastry - dhaba,Food
Paid for Parking fee from Pathao,Transport
Paid House rent for the house,Bills
Paid for Disney+ Bowling session,Entertainment
Sushi - street food stall,Food
Ordered Coffee delivery order,Food
Ordered Tea for the party,Food
Settled Monthly rent from insurance company,Bills
Breakfast at restaurant Ramen,Food
Took a Bus ticket,Transport
Helmet purchase airport transfer,Transport
Bought PlayStation E-book purchase,Entertainment
Jacket from local mall,Shopping
Purchased Noodles,Food
Purchased new Amazon Watch,Shopping
Went for X-ray from gym,Health
Ordered Waffles from street food stall,Food
Coaching class fee - library,Education
Bag online order,Shopping
Ride share from Tootle,Transport
Monthly Mobile recharge from telecom provider,Bills
Paid Home loan installment quarterly payment,Bills
Paid Lab fee from library,Education
Settled local ISP Water bill,Bills
Shopping for Amazon Jeans,Shopping
Visited for wellness center Yoga class fee,Health
Monthly bank Electricity bill,Bills
Got a new Perfume from shopping center,Shopping
Netflix subscription from Xbox Game Pass,Entertainment
Paid for Credit card payment for the apartment,Bills
Enrolled in Seminar fee annual fee,Education
Cleared Mobile recharge this month,Bills
Coffee for May,Food
Booked Video game purchase from local cinema,Entertainment
Booked Parking fee from Pathao,Transport
Bought Bubble tea from dhaba,Food
Ramen - Domino's,Food
Renewed Amusement park ticket monthly plan,Entertainment
Paid for hospital Pharmacy purchase,Health
Paid local ISP Electricity bill,Bills
Registered for Online course from local college,Education
Charger for April,Shopping
Used Auto rickshaw fare from Sajha Yatayat,Transport
Paid for Physiotherapy session from hospital,Health
Used Tire replacement from petrol pump,Transport
Paid for YouTube Premium from Xbox Game Pass,Entertainment
Monthly Water bill quarterly payment,Bills
Booked Pharmacy purchase from diagnostic center,Health
Paid library Workshop registration,Education
Phone case for January,Shopping
Recharged Scooter rental to college,Transport
Went for Blood test,Health
Paid for Toll fee from gas station,Transport
Booked Steam purchase from Steam,Entertainment
Purchased Ice cream during break,Food
Shirt online order,Shopping
Used Scooter rental,Transport
Shopping for Laptop bag for birthday gift,Shopping
Electricity bill for June,Bills
Visited for gym Hospital bill,Health
Metro card recharge to office,Transport
Shopping for boutique Jeans,Shopping
Paid Stationery for the course,Education
Booked Karaoke night from Netflix,Entertainment
Renewed Disney+ subscription monthly plan,Entertainment
Took out Eggs from cafe,Food
Bought pharmacy Doctor appointment,Health
Got a new Power bank,Shopping
Registered for Study materials,Education
Perfume - shopping center,Shopping
Purchased Theatre ticket with friends,Entertainment
Grabbed Sushi delivery order,Food
Bread - Domino's,Food
Purchased Groceries,Food
Paid for wellness center Vitamin supplements,Health
Subscribed to E-book purchase,Entertainment
Went for Hospital bill from wellness center,Health
Purchased Pizza Hut Dumplings,Food
Went for Vaccination from gym,Health
Took out Chowmein during break,Food
Samosa - Burger King,Food
PlayStation Plus for January,Entertainment
Purchased Auto rickshaw fare from petrol pump,Transport
local mall Jacket,Shopping
Got a new outlet store Cap,Shopping
Cleared bank Water tank refill,Bills
Ordered Earrings from boutique,Shopping
Purchased library Library fine,Education
Makeup kit for April,Shopping
Paid for Board game weekend outing,Entertainment
Theatre ticket - local cinema,Entertainment
Purchased new Earrings for college,Shopping
Salad - Starbucks,Food
Paid for Jacket for office,Shopping
Netflix Karaoke night,Entertainment
Phone case for birthday gift,Shopping
Booked Karaoke night from local cinema,Entertainment
Renewed Spotify subscription from Xbox Game Pass,Entertainment
Used Helmet purchase from Tootle,Transport
Parking fee - InDrive,Transport
Train ticket to office,Transport
Got a new outlet store Socks,Shopping
Purchased new boutique Shoes,Shopping
Booked Netflix subscription weekend outing,Entertainment
Enrolled in Coaching class fee this semester,Education
Painkillers - hospital,Health
Purchased petrol pump Bike rental,Transport
Paid for boutique Watch,Shopping
Music album - Xbox Game Pass,Entertainment
Shopping for Bag for birthday gift,Shopping
Monthly WiFi payment from utility company,Bills
Subscribed to Amazon Prime membership annual plan,Entertainment
Stand-up comedy show for October,Entertainment
Took a Tootle Uber ride,Transport
Bought Gym membership emergency visit,Health
Pastry for November,Food
Bought shopping center Electronics gadget,Shopping
Paid for Bag from Amazon,Shopping
Subscribed to Spotify Netflix subscription,Entertainment
Jeans from Amazon,Shopping
Bought Pharmacy purchase emergency visit,Health
Pizza - Burger King,Food
Enrolled in Workshop registration from coaching center,Education
Had cafe Smoothie,Food
Cleared Cable TV bill annual payment,Bills
Hospital bill for August,Health
Paid for Amazon Prime Karaoke night,Entertainment
Ordered Cap from outlet store,Shopping
Recharged Tootle Uber ride,Transport
Booked Disney+ Video game purchase,Entertainment
Electronics gadget - Daraz,Shopping
Got a new Perfume from boutique,Shopping
Paid for Bajeko Sekuwa Pastry,Food
Purchased Fried rice takeaway,Food
Toll fee - Tootle,Transport
Breakfast at Wow Momo Tea,Food
Purchased Wow Momo Pasta,Food
Property tax for October,Bills
Used Flight ticket to home,Transport
Refueled with Uber ride from Sajha Yatayat,Transport
Visited for Dental appointment from diagnostic center,Health
Took a Auto rickshaw fare to hospital,Transport
Scooter rental for weekend trip,Transport
Got a new Sunglasses for office,Shopping
Had Pastry with family,Food
Dumplings - Wow Momo,Food
Sandwich for January,Food
Booked PlayStation Amusement park ticket,Entertainment
Paid Garbage collection fee from bank,Bills
Paid for Ice cream from street food stall,Food
Online course for November,Education
Noodles - dhaba,Food
Paid for gym Dental treatment,Health
Took a petrol pump Bus ticket,Transport
Paid for NEA Phone bill,Bills
Paid bookstore Thesis printing,Education
Electronics gadget for March,Shopping
Dinner at Coffee at office,Food
Fried rice for January,Food
Settled landlord Gas cylinder,Bills
Paid for boutique Makeup kit,Shopping
Board game - Spotify,Entertainment
Cleared WiFi payment from bank,Bills
Comic book from PlayStation,Entertainment
Monthly local ISP Internet bill,Bills
Disney+ subscription from local cinema,Entertainment
Bought Online course for the course,Education
Shirt for March,Shopping
Took a InDrive Helmet purchase,Transport
Paid Online course for the workshop,Education
Paid for Headphones from local mall,Shopping
Took out street food stall Burger,Food
Paid Cable TV bill from insurance company,Bills
Ordered Donuts from Burger King,Food
Bought diagnostic center Dental appointment,Health
Sushi for December,Food
Loan EMI for March,Bills
Toll fee to hospital,Transport
Certification exam - bookstore,Education
Rice bag for September,Food
Visited for wellness center Surgery cost,Health
Bought local cinema Music album,Entertainment
Paid WiFi payment from insurance company,Bills
Diesel to college,Transport
Renewed Spotify Gaming subscription,Entertainment
Bought boutique Sunglasses,Shopping
Shopping for boutique Power bank,Shopping
Settled Property tax for the house,Bills
Samosa - Pizza Hut,Food
Shoes for September,Shopping
Purchased coaching center College supplies,Education
Ordered local mall Shirt,Shopping
Booked Blood test from local clinic,Health
Got a new Makeup kit from boutique,Shopping
Ordered Perfume from online store,Shopping
Renewed Netflix subscription,Entertainment
Visited for Dental treatment emergency visit,Health
Paid for online store Makeup kit,Shopping
Paid for diagnostic center Pharmacy purchase,Health
Ordered Umbrella from Amazon,Shopping
Purchased Library fine from coaching center,Education
Used Flight ticket from Uber,Transport
Purchased PlayStation Gaming subscription,Entertainment
Monthly Insurance premium from utility company,Bills
Settled local ISP Cable TV bill,Bills
Purchased local college Thesis printing,Education
Had Sandwich from cafe,Food
Bought food court Rice bag,Food
Booked Vitamin supplements from local clinic,Health
Dinner at French fries at office,Food
Purchased new Jeans for office,Shopping
Bought local clinic Physiotherapy session,Health
Paid for Daraz Earrings,Shopping
Settled Water bill from NEA,Bills
Milkshake - Foodmandu,Food
Bought Fruits from Subway,Food
Visited for Surgery cost from hospital,Health
Booked Car service to the mall,Transport
Shopping for outlet store Power bank,Shopping
Jeans for February,Shopping
Flight ticket - petrol pump,Transport
Breakfast at Samosa from Bajeko Sekuwa,Food
Purchased Cab fare for weekend trip,Transport
Waffles for January,Food
Power bank for September,Shopping
Recharged Car rental to hospital,Transport
Bought Gaming subscription,Entertainment
Paid University fee this semester,Education
Recharged Taxi fare to the mall,Transport
Bike rental from gas station,Transport
Sneakers for September,Shopping
Purchased E-book purchase from Xbox Game Pass,Entertainment
Grabbed Bread after work,Food
Bought Doctor appointment from gym,Health
Cinema ticket - Amazon Prime,Entertainment
Rice bag - Foodmandu,Food
Used petrol pump Bike rental,Transport
Purchased new Bag seasonal sale,Shopping
Purchased new Shirt seasonal sale,Shopping
Used Toll fee to office,Transport
Got a new Sweater from Daraz,Shopping
Purchased new Electronics gadget from Amazon,Shopping
Took a Tootle Vehicle insurance,Transport
Took a petrol pump Cab fare,Transport
Booked Bike repair downtown,Transport
